id,title,type,src
4341,光之領主戰士蓋洛斯,monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP121.JPG
4342,充電池人,monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP130.JPG
4343,光之領主獵犬萊可(亮面),monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP123.JPG
4344,光之領主獸戰士沃夫,monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP124.JPG
4345,光之領主天使柯魯貝姆,monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP125.JPG
4346,光之領主巨龍古拉格尼斯,monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP126.JPG
4347,制裁之龍(亮面),monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP127.JPG
4348,黑暗瓦爾基裡,monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP128.JPG
4349,金黃色的竹刀,magic,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP149.JPG
4350,光之領主魔法師萊拉,monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP120.JPG
4351,御用守護者(銀字),monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP017.JPG
4352,破壞中子,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP009.JPG
4353,劍鬥獸戰騎鬥士(銀字),monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP010.JPG
4354,闇靈使達爾克,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP011.JPG
4355,牡蠣王,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP012.JPG
4356,金華貓(銀字),monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP013.JPG
4357,硝基戰士,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP014.JPG
4358,救援光,magic,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP147.JPG
4359,紅惡魔龍(金亮),monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP016.JPG
4360,心靈大師,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP006.JPG
4361,魔力仿生人,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP018.JPG
4362,心靈世界惡魔,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP019.JPG
4363,簡易協調,magic,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP020.JPG
4364,同步解除,magic,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP021.JPG
4365,緊急瞬移(亮面),magic,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP022.JPG
4366,齒車街(齒輪鎮)(銀字),magic,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP023.JPG
4367,交換搬運者,monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP112.JPG
4368,星塵龍(金亮),monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP015.JPG
4369,黑暗神召(半鑽),magic,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP159.JPG
4370,限制再生,trap,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP150.JPG
4371,英雄爆風,trap,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP151.JPG
4372,閃光的幻象,trap,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP152.JPG
4373,破壞干擾,trap,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP153.JPG
4374,青蛙屏障,trap,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP154.JPG
4375,攜帶型電池,trap,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP155.JPG
4376,幸運的機會,trap,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP156.JPG
4377,精神指揮官,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP008.JPG
4378,六武眾的師範(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP158.JPG
4379,天眼通(銀字),monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP007.JPG
4380,高等黑暗(半鑽),magic,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP160.JPG
4381,一擊推進器,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP001.JPG
4382,螺絲刺蝟(螺絲鼠)(銀字),monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP002.JPG
4383,黑暗共鳴體,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP003.JPG
4384,十手武士,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP004.JPG
4385,合成龍(蒙太奇龍),monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP005.JPG
4386,進化的人類,magic,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP025.JPG
4387,召喚限制網,trap,http://220.134.173.17/gameking//game/0217/win/91-DE02/91-DE02/DE02-JP157.JPG
4388,隱形天使(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4389,光子斬者,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4390,惡龍,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4391,惡龍(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4392,雙頭龍多魯多拉,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4393,雙頭龍多魯多拉(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4394,人造人精神衝擊者,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4395,強風龍,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4396,隱形天使,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4397,白角龍(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4398,名工虎鐵,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4399,名工虎鐵(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4400,蒲公英獅(獅子花),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4401,蒲公英獅(獅子花)(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4402,蒲公英獅(獅子花)(金亮),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4403,最強之盾,magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4404,最強之盾(普鑽),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4405,人造人精神衝擊者(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4406,魔導戰士破壞者(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4407,殺手恐龍,monster,http://220.134.173.17/gameking//game/0217/win/90-DE01/90-DE01/DE01-JP127.JPG
4408,鋼刀騎士,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4409,鋼刀騎士(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4410,切入隊長(衝鋒隊長),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4411,切入隊長(衝鋒隊長)(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4412,摩訶毘盧,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4413,強風龍(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4414,魔導戰士破壞者,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4415,龍盾甲,magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4416,魔導戰士破壞者(金亮),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4417,久遠的魔術師米拉,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4418,久遠的魔術師米拉(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4419,王立魔法圖書館,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4420,王立魔法圖書館(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4421,疾風之暗黑騎士蓋亞(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4422,白角龍,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4423,摩訶毘盧(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4424,風靈使薇恩(半鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4425,魔法筒(金亮),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4426,時間機械─Time Machine,trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4427,時間機械─Time Machine(普鑽),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4428,隱藏式機關槍,trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4429,隱藏式機關槍(普鑽),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4430,地靈使雅維斯(半鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4431,咒縛魔杖,magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4432,火靈使希達(半鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4433,龍之逆鱗(普鑽),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4434,闇靈使達爾克(半鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4435,光靈使萊娜(半鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4436,吸血鬼領主(羅德)(斜鑽),monster,http://220.134.173.17/gameking//game/0217/usabox/USA/DCR-000.JPG
4437,守護者特萊斯(銀字),monster,http://220.134.173.17/gameking//game/0217/usabox/USA/DCR-010.JPG
4438,魔鏡導士反射回彈者(金亮),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4439,異次元龍(亮面),monster,http://220.134.173.17/gameking//game/0217/usabox/USA/DCR-015.JPG
4440,黑炎騎士(亮面),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4441,水靈使艾里雅(半鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4442,一族的結束,magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4443,荒野女戰士(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4444,龍盾甲(普鑽),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4445,地碎,magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4446,地碎(普鑽),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4447,地碎(金亮),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4448,萬寶槌,magic,http://220.134.173.17/gameking//game/0217/win/112-DC01-JP/112-DC01-JP/DC01-JP022.JPG
4449,萬寶槌(普鑽),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4450,魔法筒(普鑽),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4451,魔導師之力(普鑽),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4452,魔法筒,trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4453,一族的結束(普鑽),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4454,提升能量,trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4455,提升能量(普鑽),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4456,魔法師之圓,trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4457,魔法師之圓(普鑽),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4458,龍之逆鱗,trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4459,咒縛魔杖(普鑽),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4460,魔導師之力,magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4461,魔彈惡魔薩米爾(金亮),monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP022.JPG
4462,光子斬者(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4463,魔彈射手比利小子,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP018.JPG
4464,魔彈射手比利小子,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP018N.JPG
4465,魔彈射手盜后絲塔(亮面),monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP019.JPG
4466,魔彈射手災星簡,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP020.JPG
4467,魔彈射手災星簡,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP020N.JPG
4468,魔彈射手霍利德醫生,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP017.JPG
4469,魔彈射手野蠻比爾,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP021N.JPG
4470,魔彈射手卡斯帕(亮面),monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP016.JPG
4471,魔彈惡魔薩米爾(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP022A.JPG
4472,魔彈-無盡腦內啡,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP023.JPG
4473,魔彈-無盡腦內啡,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP023N.JPG
4474,魔彈-交火支配者(亮面),magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP024.JPG
4475,魔彈-致命槍擊,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP025.JPG
4476,魔彈-致命槍擊,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP025N.JPG
4477,魔彈-舞之針,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP026.JPG
4478,魔彈射手野蠻比爾,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP021.JPG
4479,六武眾之影紫炎,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP012.JPG
4480,變形鬥士遙控器人,monster,http://220.134.173.17/gameking//game/0217/win/92-DE03/92-DE03/DE03-JP120.JPG
4481,忍之六武,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP008.JPG
4482,忍之六武,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP008N.JPG
4483,六武眾的師範,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP009.JPG
4484,六武眾的師範,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP009N.JPG
4485,真六武眾鬼斬,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP010.JPG
4486,魔彈射手霍利德醫生,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP017N.JPG
4487,真六武眾紫炎(亮面),monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP011.JPG
4488,魔彈-魔鬼交易,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP027N.JPG
4489,六武眾之影紫炎,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP012N.JPG
4490,六武眾的結束,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP013.JPG
4491,六武眾的結束,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP013N.JPG
4492,六武之門,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP014.JPG
4493,六武之門,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP014N.JPG
4494,紫炎的狼煙,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP015.JPG
4495,紫炎的狼煙,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP015N.JPG
4496,真六武眾鬼斬,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP010N.JPG
4497,成金哥布林,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP043N.JPG
4498,曇之天氣模樣,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP038N.JPG
4499,晴之天氣模樣,magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4500,晴之天氣模樣,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP039N.JPG
4501,雷之天氣模樣(亮面),trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP040.JPG
4502,極光之天氣模樣,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP041.JPG
4503,極光之天氣模樣,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP041N.JPG
4504,魔彈-舞之針,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP026N.JPG
4505,成金哥布林,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP043.JPG
4506,雨之天氣模樣,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP037.JPG
4507,一時休戰,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP044.JPG
4508,一時休戰,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP044N.JPG
4509,群雄割據,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP045.JPG
4510,群雄割據,trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP045N.JPG
4511,疾風之暗黑騎士蓋亞,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4512,疾風之暗黑騎士蓋亞(金亮),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4513,荒野女戰士,monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4514,增殖的G(亮面),monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP042.JPG
4515,雷天氣薑黄,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP033.JPG
4516,異次元女戰士(亮面),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
4517,魔彈-死者連爆(亮面),trap,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP028.JPG
4518,雪天氣貝藍(亮面),monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP029.JPG
4519,雨天氣天青,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP030.JPG
4520,雨天氣天青,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP030N.JPG
4521,曇天氣岩紫,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP031.JPG
4522,曇天氣岩紫,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP031N.JPG
4523,曇之天氣模樣,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP038.JPG
4524,晴天氣唐紅,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP032N.JPG
4525,雨之天氣模樣,magic,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP037N.JPG
4526,雷天氣薑黄,monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP033N.JPG
4527,極天氣煙綠(亮面),monster,http://220.134.173.17/gameking//game/0217/win/150-DBSW/150-DBSW/DBSW-JP034.JPG
