title,type,src
海膽軍貫,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP022.JPG
青眼白龍(斜鑽),monster,http://220.134.173.17/gameking//game/0217/usabox/BPT-JP/BPT/BPT-003.JPG
飄風候鳥×皇帝企䳘(亮面),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP017.JPG
飄風候鳥×皇帝企䳘(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP017A.JPG
飄風候鳥×皇帝企䳘(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP017R.JPG
D-HERO 否定小子,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP018.JPG
蛇妖娜米妮,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP019.JPG
擬態的食人蟲,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP029.JPG
大魔鍵-瑪夫提亞爾(銀字),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP021.JPG
D-HERO 破滅鳳凰小子(金亮),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP039.JPG
銀魚軍貫,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP023.JPG
企鵝勇士(銀字),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP024.JPG
企鵝忍者,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP025.JPG
企鵝僧侶,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP026.JPG
聖夜騎士宙神,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP027.JPG
機甲部隊壞滅軍力(金亮),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP028.JPG
機甲部隊壞滅軍力(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP028A.JPG
蛇妖科亞特爾(銀字),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP020.JPG
超弩級軍貫-海膽型二番艦(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP048A.JPG
魔鍵變鬼-控魔幻雷(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP044R.JPG
魔鍵變鬼-控魔幻雷(凸版),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP044S.JPG
絕火的魔神 至哲索羅亞(亮面),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP045.JPG
絕火的魔神 至哲索羅亞(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP045A.JPG
絕火的魔神 至哲索羅亞(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP045R.JPG
壘球邱比特(隱普),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP046.JPG
赫灼龍化裝舞會(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP038A.JPG
超弩級軍貫-海膽型二番艦(亮面),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP048.JPG
蛇妖美露莘(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP043R.JPG
超弩級軍貫-海膽型二番艦(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP048R.JPG
空母軍貫-銀魚型特務艦(銀字),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP049.JPG
槍管代碼龍(金亮),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP050.JPG
槍管代碼龍(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP050A.JPG
槍管代碼龍(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP050R.JPG
槍管代碼龍(凸版),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP050S.JPG
Evil★Twin’s 討厭鬼桑妮(金亮),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP051.JPG
魔鍵憑靈-擾魔備鑰(銀字),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP047.JPG
相劍大師-赤霄(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP041R.JPG
飄風候鳥×海雕,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP014.JPG
D-HERO 破滅鳳凰小子(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP039A.JPG
D-HERO 破滅鳳凰小子(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP039R.JPG
D-HERO 破滅鳳凰小子(凸版),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP039S.JPG
天極輝艦-熊斗龍巧(亮面),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP040.JPG
天極輝艦-熊斗龍巧(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP040A.JPG
天極輝艦-熊斗龍巧(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP040R.JPG
魔鍵變鬼-控魔幻雷(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP044A.JPG
相劍大師-赤霄(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP041A.JPG
魔鍵變鬼-控魔幻雷(金亮),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP044.JPG
相劍大公-承影(金亮),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP042.JPG
相劍大公-承影(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP042A.JPG
相劍大公-承影(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP042R.JPG
相劍大公-承影(凸版),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP042S.JPG
蛇妖美露莘(亮面),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP043.JPG
蛇妖美露莘(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP043A.JPG
赫灼龍化裝舞會(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP038R.JPG
相劍大師-赤霄(亮面),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP041.JPG
WW之鈴音(銀字),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP059.JPG
飄風候鳥×巨嘴鳥,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP016.JPG
守寶槍精監視(亮面),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP054.JPG
守寶槍精監視(半鑽),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP054A.JPG
守寶槍精監視(白鑽),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP054R.JPG
大砂海金色寶漠(銀字),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP055.JPG
鐵獸的邂逅,magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP056.JPG
武裝龍的襲雷,magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP052.JPG
S-Force 對決,magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP058.JPG
武裝龍的霹靂(銀字),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP051.JPG
魔轟神界之階,magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP060.JPG
混鍊裝融合,magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP061.JPG
黃金鄉的七摩天(銀字),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP062.JPG
惡魔之杖,magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP063.JPG
鎧龍降臨,magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP064.JPG
金滿而謙虛之壺(亮面),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP065.JPG
金滿而謙虛之壺(半鑽),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP065A.JPG
S-Force 橋頭堡(銀字),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP057.JPG
S-Force 賈士提法伊(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP048R.JPG
龍盟騎士-青刃之槍(銀字),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP045.JPG
守寶槍精戰艦 爆走探險號(金亮),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP046.JPG
守寶槍精戰艦 爆走探險號(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP046A.JPG
守寶槍精戰艦 爆走探險號(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP046R.JPG
守寶槍精戰艦 爆走探險號(凸版),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP046S.JPG
神樹獸亥伯龍鹿鷹(銀字),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP047.JPG
武裝龍的震霆,magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP053.JPG
S-Force 賈士提法伊(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP048A.JPG
武裝龍的萬雷,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP067.JPG
S-Force 賈士提法伊(凸版),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP048S.JPG
重鍊裝汞齊,monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP049.JPG
閉鎖世界之冥神(金亮),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP050.JPG
閉鎖世界之冥神(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP050A.JPG
閉鎖世界之冥神(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP050R.JPG
閉鎖世界之冥神(凸版),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP050S.JPG
閉鎖世界之冥神(雷射),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP050V.JPG
S-Force 賈士提法伊(金亮),monster,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP048.JPG
冰水的緹諾拉,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP009.JPG
相劍師-莫邪(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP003R.JPG
相劍師-泰阿,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP004.JPG
相劍軍師-龍淵(銀字),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP005.JPG
相劍瑞獸-純鈞,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP006.JPG
白之聖女艾克蕾西亞(亮面),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP007.JPG
白之聖女艾克蕾西亞(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP007A.JPG
金滿而謙虛之壺(白鑽),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP065R.JPG
冰水的阿克緹,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP008.JPG
雙持槍龍,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP002.JPG
冰水的特蕾莫拉(銀字),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP010.JPG
絕望戲曲的凶劇,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP011.JPG
飄風候鳥×雪鴞(金亮),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP012.JPG
飄風候鳥×雪鴞(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP012A.JPG
飄風候鳥×雪鴞(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP012R.JPG
飄風候鳥×雪鴞(凸版),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP012S.JPG
飄風候鳥×知更(銀字),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP013.JPG
白之聖女艾克蕾西亞(白鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP007R.JPG
雙天之轉身,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP076.JPG
Evil★Twin’s 討厭鬼桑妮(凸版),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP051S.JPG
守寶槍精呼叫！,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP068.JPG
守寶槍精爆破！,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP069.JPG
教導創世紀,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP070.JPG
S-Force 試體,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP071.JPG
冰風之副歌,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP072.JPG
弒逆之魔轟神,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP073.JPG
相劍師-莫邪(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP003A.JPG
電腦堺門-玄武,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP075.JPG
相劍師-莫邪(亮面),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP003.JPG
夢魔鏡的談天說夢,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP077.JPG
E.M.R.【電.磁.砲.】,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP078.JPG
碑像的天使-亞茲盧恩(銀字),trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP079.JPG
壹時砲固定式(隱普),trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP080.JPG
武裝龍LV10(白鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
彈丸口徑龍,monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP001.JPG
進攻立直(隱普),magic,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP066.JPG
戰華史略-大丈夫之義,trap,http://220.134.173.17/gameking//game/0217/win/187-BLVO/187-BLVO/BLVO-JP074.JPG
破戒蠻龍-巴斯達多拉格(亮面),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP052.JPG
Evil★Twin’s 討厭鬼桑妮(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP051A.JPG
覺醒的魔導劍士(雷射),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP047V.JPG
超重魔獸九尾-B(亮面),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP048.JPG
超重魔獸九尾-B(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP048A.JPG
HSR馬赫羽球拍(亮面),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP049.JPG
HSR馬赫羽球拍(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP049A.JPG
覺醒的魔導劍士(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP047A.JPG
御用之王(銀字),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP051.JPG
覺醒的魔導劍士(金亮),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP047.JPG
破戒蠻龍-巴斯達多拉格(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP052A.JPG
刀神-不知火(銀字),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP053.JPG
戰神-不知火(金亮),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP054.JPG
戰神-不知火(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP054A.JPG
戰神-不知火(凸版),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP054S.JPG
魔海城埃該翁(銀字),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP055.JPG
娛樂樂團颶風,magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP056.JPG
御用防衛者(銀字),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP050.JPG
異色眼重力龍(凸版),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP043S.JPG
光幻獨角兔,monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP037.JPG
卡通龍破壞之劍士(銀字),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP038.JPG
生化文具人007,monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP039.JPG
生化文具人008,monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP040.JPG
刻印的調停者(隱普),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP041.JPG
礙事的邪惡橫紋斑馬(隱普),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP042.JPG
覺醒的魔導劍士(凸版),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP047S.JPG
異色眼重力龍(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP043A.JPG
破壞劍士融合(銀字),magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP059.JPG
御用皇帝(銀字),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP044.JPG
龍破壞之劍士-巴斯達布雷達(金亮),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP045.JPG
龍破壞之劍士-巴斯達布雷達(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP045A.JPG
龍破壞之劍士-巴斯達布雷達(凸版),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP045S.JPG
剛龍劍士霧動星P(金亮),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP046.JPG
剛龍劍士霧動星P(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP046A.JPG
剛龍劍士霧動星P(凸版),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP046S.JPG
異色眼重力龍(金亮),monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP043.JPG
強制轉移(亮面),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
擺動重生(銀字),trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP077.JPG
禁斷的異本,trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP078.JPG
神之通告(亮面),trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP079.JPG
神之通告(半鑽),trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP079A.JPG
不幸的爆彈(隱普),trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP080.JPG
歐貝利斯克的巨神兵(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
擺動風暴(銀字),magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP057.JPG
翻弄的精靈劍士(金亮),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
不知火流 燕之太刀,trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP075.JPG
FGD五帝龍(凸版),monster,http://220.134.173.17/gameking//game/0217/usabox/BPT-JP/BPCT-JP005/BPCT-JP005.JPG
被封印的右腳(半鑽),monster,http://220.134.173.17/gameking//game/0217/GBAK/DM9/BPI-001.JPG
被封印的左腳(半鑽),monster,http://220.134.173.17/gameking//game/0217/GBAK/DM9/BPI-002.JPG
被封印的右手(半鑽),monster,http://220.134.173.17/gameking//game/0217/GBAK/DM9/BPI-003.JPG
被封印的左手(半鑽),monster,http://220.134.173.17/gameking//game/0217/GBAK/DM9/BPI-004.JPG
被封印的黑暗大法師(半鑽),monster,http://220.134.173.17/gameking//game/0217/GBAK/DM9/BPI-005.JPG
融合武器村雨刀,magic,http://220.134.173.17/gameking//game/0217/win/82-BE02/82-BE02/BE02-JP154.JPG
病毒郵件,magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
冤獄(隱普),magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP068.JPG
不知火的武士,monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP034.JPG
破壞劍士的宿命,magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP060.JPG
龍呼相搏,magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP061.JPG
霧動輸能P,magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP062.JPG
霧動機填充(銀字),magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP063.JPG
威風妖音波,magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP064.JPG
不知火流 轉生之陣,magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP065.JPG
砂塵屏障-塵埃之力-(半鑽),trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP076A.JPG
雙龍捲(銀字),magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP067.JPG
砂塵屏障-塵埃之力-(亮面),trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP076.JPG
龍之束縛,trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP069.JPG
追走之翼,trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP070.JPG
棄子復活,trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP071.JPG
破壞劍一閃,trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP072.JPG
霧動機突擊,trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP073.JPG
威風妖超大胞,trap,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP074.JPG
高速等級重置,magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP058.JPG
異色眼降臨(銀字),magic,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP066.JPG
聖邪之花窗玻璃(銀字),trap,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP078.JPG
填彈筒,trap,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP070.JPG
導爆代碼,trap,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP071.JPG
瑞相劍究,trap,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP072.JPG
相劍暗轉(銀字),trap,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP073.JPG
飄風候鳥與夢之城鎮,trap,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP074.JPG
飄風候鳥與恐怖之海(銀字),trap,http://220.134.173.17/gameking//game/0217/win/196-BODE/196-BODE/BODE-JP075.JPG
EM鍵盤猴,monster,http://220.134.173.17/gameking//game/0217/win/130-BOSH-JP/130-BOSH-JP/BOSH-JP003.JPG
